CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-0572-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,22531216,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SERGIO ALEJANDRO VILLATORO VILLAGRAN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0575-45,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11,22531216,MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0577-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,22533937,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SILVIA PATRICIA RAMOS ESTRADA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0583-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28 ZONA 1",57529460,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARÍA CRISTINA GEREDA ARÉVALO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0586-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-38",57529460,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARÍA CRISTINA GEREDA ARÉVALO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0604-45,01-403,CIUDAD CAPITAL,ZONA 1,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL ""JESÚS ALVARADO""",10A. AVENIDA 2-24,58571956,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,HERBERT GUSTAVO LOPEZ JOCOL,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0609-45,01-618,CIUDAD CAPITAL,ZONA 1,EL REFUGIO DE LA NIÑEZ (ONG),4A. CALLE 0-50,22511753,ROSA GEORGINA RIOS CASTILLO,GILMA HAYDEE LEMUS BELTRÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0610-45,01-318,CIUDAD CAPITAL,ZONA 1,"COLEGIO CATÓLICO MIXTO ""EUGENIO PACELLI""",13 CALLE 0-61,22382755,LESLIE AZUCENA MONZON TECUN,WILFREDO CARACUN TOBAR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0614-45,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA,10 CALLE 2-37,40858924,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,MAYDA LUCRECIA MIRANDA OROZCO,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0618-45,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO NACIONAL DE EDUCACION BASICA ADSCRITO AL INSTITUTO NACIONAL CENTRAL,9A. AVENIDA 9-27,22328285,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,CARLOS ALFREDO VALDEZ PAZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0626-45,01-403,CIUDAD CAPITAL,ZONA 1,"INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""DOCTOR JUAN JOSÉ ARÉVALO BERMEJO""",8A. AVENIDA 9-60,22536894,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EDNA MARIETA DE LA CRUZ PONCE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA NORTE
00-01-0632-45,01-312,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO FE Y ALEGRÌA NO. 1,14 AVENIDA 19-57,22534697,AMADO SALOMON FLORES PEREZ,NORA ELIZABETH GONZÁLEZ GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0637-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,24637777,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JOSÉ RODERICO TELLO TELLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA NORTE
00-01-0649-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO VALVERDE NO. 2,4A. AVENIDA 4-49,22093200,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SARA LIZBETH COLINDRES MILIÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0657-45,01-106,CIUDAD CAPITAL,ZONA 1,"CENTRO EDUCACIONAL MIXTO PRIVADO ""KINGSTON""",8A. CALLE 12-46,22320683,CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA LORENA LIDIA GIDI DAVID,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0676-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO CATÓLICO SAN LUCAS,14 CALLE 6-82,22381236,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,RITA ANGELICA CATALAN SOSA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0678-45,01-618,CIUDAD CAPITAL,ZONA 1,MUNICIPALIDAD DE GUATEMALA,7 AVENIDA 11-67,47655740,ROSA GEORGINA RIOS CASTILLO,DIANA LUCRECIA MESÍAS ORTÍZ,BASICO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0695-45,01-618,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,16 CALLE 03-71,54933399,ROSA GEORGINA RIOS CASTILLO,KARLO FERNANDO CASTILLO PEREZ,BASICO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0704-45,01-318,CIUDAD CAPITAL,ZONA 1,"CENTRO BILINGÜE DE DESARROLLO TOTAL ""ZENITH""",13 CALLE 0-07,22328734,LESLIE AZUCENA MONZON TECUN,MARIA REGINA GARCÍA MAZARIEGOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0707-45,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO TÉCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,36117881,MARIANO DOMINGO ESTRADA TELETOR,GLADYS GABRIELA MEJIA LUCAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0711-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO MAYA DE GUATEMALA II,5 AVENIDA 3-55 ZONA 1,22323799,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ELFIR DARÍO MAYÉN LÓPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0718-45,01-318,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO ""CRISTIANO GUATEMALTECO""",13 CALLE 2-30,22323228,LESLIE AZUCENA MONZON TECUN,ANDREA CAROLINA VILLAGRAN FUNES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA NORTE
00-01-0725-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO TÉCNICO INDUSTRIAL EMILIANI,10A. CALLE 3-15,36117881,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,GLADYS GABRIELA MEJIA LUCAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0726-45,01-403,CIUDAD CAPITAL,ZONA 1,"COLEGIO TÉCNICO INDUSTRIAL ""LUIS CARDOZA Y ARAGÓN""",5TA. CALLE 1-36,23074080,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,AURA ELICIA CARTAGENA MONROY,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0729-45,01-106,CIUDAD CAPITAL,ZONA 1,"CENTRO EDUCACIONAL MIXTO PRIVADO ""KINGSTON""",8A. CALLE 12-46,22320683,CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA LORENA LIDIA GIDI DAVID,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0731-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLÓGICO JHULES,12 A. AVENIDA 15-19,44734516,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,AMARILIS JACOBED CABRERA GAMARRO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0733-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,24637777,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JOSÉ RODERICO TELLO TELLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA NORTE
00-01-0735-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,22510248,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MYRNA GUDELIA BANTES GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0737-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL EN COMPUTACIÓN Y CIENCIAS COMERCIALES,2A. AVENIDA 10-69,22320092,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ROBIN ALEXANDER MONTALVO HERNANDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0740-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO REGIOMONTANO,9A. CALLE 02-64,22202670,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,NERY EDUARDO MALDONADO RUIZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0741-45,01-403,CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO NOCTURNO DE EDUCACIÓN BÁSICA POR MADUREZ ""PEDRO ARRIAZA MATA""",10 AVENIDA 12-01,22383239,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,BRUNO LUIS VIAU GARCÍA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0743-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN,15 AVENIDA 2-63,22501016,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,OTTO EDGAR SALGUERO PALMA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0746-45,01-627,CIUDAD CAPITAL,ZONA 1,"INSTITUTO PARTICULAR MIXTO ""JOSÉ MARTI""",8A. CALLE 12-41,22539053,ISAURA AMPARO RECINOS CARRILLO,REGINA CORALIA GARCÍA CONTRERAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0748-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11,22322648,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SERGIO ALEJANDRO VILLATORO VILLAGRAN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0749-45,01-403,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO EN COMPUTACIÓN ""IMANOL""",3A. AVENIDA 3-33,22201030,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SONIA HAYDÉE REYES MONTERROSO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0751-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMERICAS,"8A. CALLE 00-30 , INTERIOR 9A.Y 8A. CALLE 00-20",22321894,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JESÚS SAMAYOA ARAGÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0757-45,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO RENUEVO,6A. AVENIDA 2-34,22886957,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ISABEL EUNICE ROJAS CASTILLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA NORTE
00-01-0758-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO CLÁSICO EN COMPUTACIÓN,4TA. CALLE 5-52 ZONA 1,23041515,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MIGUEL ALFONSO LEMUS ALTÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0760-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO CANADIENSE,11 CALLE 1-53,23750055,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ADA LUCRECIA MIJANGOS TEO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0763-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TÉCNICO INTEGRAL SANTA TERESA DE JESÚS,12 CALLE 10-37,22201454,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SILVIA SUSANA SALAZAR SOTO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0765-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN,6TA. AVENIDA 18-23,36040601,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARCO ANTONIO CASTAÑEDA FLORES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0771-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLÓGICO MAYA DE GUATEMALA,9A. CALLE 3-72,22323798,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EDGAR AROLDO ELÍAS GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0773-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO JUAN MANTOVANI,12 CALLE 2-45,22304665,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,INGRID LISSETTE MARTINEZ MALDONADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0775-45,01-403,CIUDAD CAPITAL,ZONA 1,"LICEO DE COMPUTACIÓN ""SIGLO 21""",12 AVENIDA 13-67,25087494,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JESÚS EDUARDO ARGUETA ESCOBEDO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0777-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL SANTANDER,2DA. AVENIDA 8-27,22212688,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JORGE ABRAHAM CAMEY PRETZANCIN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0779-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,9A. CALLE 0-44,22832722,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ISAAC GÓMEZ ESQUIT,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA NORTE
00-01-0781-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 2,1A. AVENIDA 7-12,23098798,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARÍA ISABEL POLANCO PAZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0783-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO MIXTO EN COMPUTACIÓN IXCHEL,5A. AVENIDA 3-79,23164224,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,HECTOR ARNULFO CASTELLANOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0787-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,12 CALLE 4-17,22091400,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,OBDUVER UBALDO DOMINGO CASTAÑÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0792-45,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO TECNOLÓGICO DE COMPUTACIÓN LA MERCED,5TA. CALLE 10-22,22325857,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARCO TULIO VARGAS ALVARADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0794-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,13 CALLE 9-60,22959172,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JORGE ROLANDO MORALES PAZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0796-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO PRACTICO SECRETARIAL,4A. CALLE 0-35,58117466,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,HÉCTOR HUGO LIMA CONDE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0798-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,22964184,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ELDER ALCIDES REGALADO LEMUS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0800-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,22381342,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ROSA ANGÉLICA SIGUENZA CORADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0802-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 3,8A. CALLE 0-62,31628125,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MELINA ELIZABETH GONZÁLEZ ROSALES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0804-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL DE INFORMÁTICA Y TECNOLOGÍA,9NA. CALLE 0-39,22329566,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MANUEL DE JESÚS JUÁREZ GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0805-45,01-403,CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO ""INDO LATINO""",4TA. AVENIDA 13-35,22380338,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SONIA ESTELA RAMÍREZ MORALES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0807-45,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO MIXTO MONTENEVADO,3RA. AVENIDA 10-29,22500210,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SILVIA MARLENI ALVARADO GUARDADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0809-45,01-403,CIUDAD CAPITAL,ZONA 1,"INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS LETRAS POR MADUREZ ""DOCTOR JUAN JOSÉ ARÉVALO BERMEJO""",8A. AVENIDA 9-60,22536894,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EDNA MARIETA DE LA CRUZ PONCE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0818-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO VALVERDE NO. 2,4A. AV. 4-49,22093200,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SARA LIZBETH COLINDRES MILIÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0821-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLÓGICO GUATEMALA DE LA ASUNCIÓN,3A. CALLE 7-64,54452951,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ELUBIA ANAYTE SIGUENZA MONTERROSO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0823-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLÓGICO LA MISIÓN,"4TA, AVENIDA 9-65",22928633,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARIO ADOLFO ROMERO REYES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0827-45,01-403,CIUDAD CAPITAL,ZONA 1,"""LICEO MONTE SINAÍ""",3A. AVENIDA 7-34,54767484,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ISABEL ROBEDDI VALLAR TORRES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0831-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",57529460,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARÍA CRISTINA GEREDA ARÉVALO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0833-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACIÓN,3RA. CALLE 3-59,42239146,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,DELFINO HERIBERTO HERNÁNDEZ CASTILLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0835-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO ROMANO AMERICANO,6A. CALLE 02-12,22533522,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,CRISTIAN AMILCAR MARTINEZ MENDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-01-0838-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO ROMANO AMERICANO,6A. CALLE 02-12,22533522,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,CRISTIAN AMILCAR MARTINEZ MENDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
